step,command,major_index,device_ids,MovesMajorX,MovesMajorY,MovesMinorX,MovesMinorY
1976,J,1976,47-70,103045,82420,0,0
1977,J,1977,47-71,105830,82420,0,0
1978,J,1978,47-72,108615,82420,0,0
1979,J,1979,47-73,111400,82420,0,0
1980,J,1980,47-74,114185,82420,0,0
1981,J,1981,47-75,116970,82420,0,0
1982,J,1982,48-70,119755,82420,0,0
1983,J,1983,48-71,122540,82420,0,0
1984,J,1984,48-72,125325,82420,0,0
1985,J,1985,48-73,128110,82420,0,0
1986,J,1986,48-74,130895,82420,0,0
1987,J,1987,48-64,130895,84005,0,0
1988,J,1988,48-63,128110,84005,0,0
1989,J,1989,48-62,125325,84005,0,0
1990,J,1990,48-61,122540,84005,0,0
1991,J,1991,48-60,119755,84005,0,0
1992,J,1992,47-65,116970,84005,0,0
1993,J,1993,47-64,114185,84005,0,0
1994,J,1994,47-63,111400,84005,0,0
1995,J,1995,47-62,108615,84005,0,0
1996,J,1996,47-61,105830,84005,0,0
1997,J,1997,47-60,103045,84005,0,0
1998,J,1998,46-65,100260,84005,0,0
1999,J,1999,46-64,97475,84005,0,0
2000,J,2000,46-63,94690,84005,0,0
2001,J,2001,46-62,91905,84005,0,0
2002,J,2002,46-61,89120,84005,0,0
2003,J,2003,46-60,86335,84005,0,0
2004,J,2004,45-65,83550,84005,0,0
2005,J,2005,45-64,80765,84005,0,0
2006,J,2006,45-63,77980,84005,0,0
2007,J,2007,45-62,75195,84005,0,0
2008,J,2008,45-61,72410,84005,0,0
2009,J,2009,45-60,69625,84005,0,0
2010,J,2010,44-65,66840,84005,0,0
2011,J,2011,44-64,64055,84005,0,0
2012,J,2012,44-63,61270,84005,0,0
2013,J,2013,44-62,58485,84005,0,0
2014,J,2014,44-61,55700,84005,0,0
2015,J,2015,44-60,52915,84005,0,0
2016,J,2016,43-65,50130,84005,0,0
2017,J,2017,43-64,47345,84005,0,0
2018,J,2018,43-63,44560,84005,0,0
2019,J,2019,43-62,41775,84005,0,0
2020,J,2020,43-61,38990,84005,0,0
2021,J,2021,43-60,36205,84005,0,0
2022,J,2022,42-65,33420,84005,0,0
2023,J,2023,42-64,30635,84005,0,0
2024,J,2024,42-63,27850,84005,0,0
2025,J,2025,42-62,25065,84005,0,0
2026,J,2026,42-61,22280,84005,0,0
2027,J,2027,42-60,19495,84005,0,0
2028,J,2028,41-65,16710,84005,0,0
2029,J,2029,41-64,13925,84005,0,0
2030,J,2030,41-63,11140,84005,0,0
2031,J,2031,41-62,8355,84005,0,0
2032,J,2032,41-61,5570,84005,0,0
2033,J,2033,41-51,5570,85590,0,0
2034,J,2034,41-52,8355,85590,0,0
2035,J,2035,41-53,11140,85590,0,0
2036,J,2036,41-54,13925,85590,0,0
2037,J,2037,41-55,16710,85590,0,0
2038,J,2038,42-50,19495,85590,0,0
2039,J,2039,42-51,22280,85590,0,0
2040,J,2040,42-52,25065,85590,0,0
2041,J,2041,42-53,27850,85590,0,0
2042,J,2042,42-54,30635,85590,0,0
2043,J,2043,42-55,33420,85590,0,0
2044,J,2044,43-50,36205,85590,0,0
2045,J,2045,43-51,38990,85590,0,0
2046,J,2046,43-52,41775,85590,0,0
2047,J,2047,43-53,44560,85590,0,0
2048,J,2048,43-54,47345,85590,0,0
2049,J,2049,43-55,50130,85590,0,0
2050,J,2050,44-50,52915,85590,0,0
2051,J,2051,44-51,55700,85590,0,0
2052,J,2052,44-52,58485,85590,0,0
2053,J,2053,44-53,61270,85590,0,0
2054,J,2054,44-54,64055,85590,0,0
2055,J,2055,44-55,66840,85590,0,0
2056,J,2056,45-50,69625,85590,0,0
2057,J,2057,45-51,72410,85590,0,0
2058,J,2058,45-52,75195,85590,0,0
2059,J,2059,45-53,77980,85590,0,0
2060,J,2060,45-54,80765,85590,0,0
2061,J,2061,45-55,83550,85590,0,0
2062,J,2062,46-50,86335,85590,0,0
2063,J,2063,46-51,89120,85590,0,0
2064,J,2064,46-52,91905,85590,0,0
2065,J,2065,46-53,94690,85590,0,0
2066,J,2066,46-54,97475,85590,0,0
2067,J,2067,46-55,100260,85590,0,0
2068,J,2068,47-50,103045,85590,0,0
2069,J,2069,47-51,105830,85590,0,0
2070,J,2070,47-52,108615,85590,0,0
2071,J,2071,47-53,111400,85590,0,0
2072,J,2072,47-54,114185,85590,0,0
2073,J,2073,47-55,116970,85590,0,0
2074,J,2074,48-50,119755,85590,0,0
2075,J,2075,48-51,122540,85590,0,0
2076,J,2076,48-52,125325,85590,0,0
2077,J,2077,48-53,128110,85590,0,0
2078,J,2078,48-54,130895,85590,0,0
2079,J,2079,48-44,130895,87175,0,0
2080,J,2080,48-43,128110,87175,0,0
2081,J,2081,48-42,125325,87175,0,0
2082,J,2082,48-41,122540,87175,0,0
2083,J,2083,48-40,119755,87175,0,0
2084,J,2084,47-45,116970,87175,0,0
2085,J,2085,47-44,114185,87175,0,0
2086,J,2086,47-43,111400,87175,0,0
2087,J,2087,47-41,105830,87175,0,0
2088,J,2088,47-40,103045,87175,0,0
2089,J,2089,46-45,100260,87175,0,0
2090,J,2090,46-44,97475,87175,0,0
2091,J,2091,46-43,94690,87175,0,0
2092,J,2092,46-42,91905,87175,0,0
2093,J,2093,46-41,89120,87175,0,0
2094,J,2094,46-40,86335,87175,0,0
2095,J,2095,45-45,83550,87175,0,0
2096,J,2096,45-44,80765,87175,0,0
2097,J,2097,45-43,77980,87175,0,0
2098,J,2098,45-41,72410,87175,0,0
2099,J,2099,45-40,69625,87175,0,0
2100,J,2100,44-45,66840,87175,0,0
2101,J,2101,44-44,64055,87175,0,0
2102,J,2102,44-43,61270,87175,0,0
2103,J,2103,44-42,58485,87175,0,0
2104,J,2104,44-41,55700,87175,0,0
2105,J,2105,44-40,52915,87175,0,0
2106,J,2106,43-45,50130,87175,0,0
2107,J,2107,43-44,47345,87175,0,0
2108,J,2108,43-43,44560,87175,0,0
2109,J,2109,43-41,38990,87175,0,0
2110,J,2110,43-40,36205,87175,0,0
2111,J,2111,42-45,33420,87175,0,0
2112,J,2112,42-44,30635,87175,0,0
2113,J,2113,42-43,27850,87175,0,0
2114,J,2114,42-42,25065,87175,0,0
2115,J,2115,42-41,22280,87175,0,0
2116,J,2116,42-40,19495,87175,0,0
2117,J,2117,41-45,16710,87175,0,0
2118,J,2118,41-44,13925,87175,0,0
2119,J,2119,41-43,11140,87175,0,0
2120,J,2120,41-42,8355,87175,0,0
2121,J,2121,41-41,5570,87175,0,0
2122,J,2122,41-31,5570,88760,0,0
2123,J,2123,41-32,8355,88760,0,0
2124,J,2124,41-33,11140,88760,0,0
2125,J,2125,41-34,13925,88760,0,0
2126,J,2126,41-35,16710,88760,0,0
2127,J,2127,42-30,19495,88760,0,0
2128,J,2128,42-31,22280,88760,0,0
2129,J,2129,42-32,25065,88760,0,0
2130,J,2130,42-33,27850,88760,0,0
2131,J,2131,42-34,30635,88760,0,0
2132,J,2132,42-35,33420,88760,0,0
2133,J,2133,43-30,36205,88760,0,0
2134,J,2134,43-31,38990,88760,0,0
2135,J,2135,43-32,41775,88760,0,0
2136,J,2136,43-33,44560,88760,0,0
2137,J,2137,43-34,47345,88760,0,0
2138,J,2138,43-35,50130,88760,0,0
2139,J,2139,44-30,52915,88760,0,0
2140,J,2140,44-31,55700,88760,0,0
2141,J,2141,44-32,58485,88760,0,0
2142,J,2142,44-33,61270,88760,0,0
2143,J,2143,44-34,64055,88760,0,0
2144,J,2144,44-35,66840,88760,0,0
2145,J,2145,45-30,69625,88760,0,0
2146,J,2146,45-31,72410,88760,0,0
2147,J,2147,45-32,75195,88760,0,0
2148,J,2148,45-33,77980,88760,0,0
2149,J,2149,45-34,80765,88760,0,0
2150,J,2150,45-35,83550,88760,0,0
2151,J,2151,46-30,86335,88760,0,0
2152,J,2152,46-31,89120,88760,0,0
2153,J,2153,46-32,91905,88760,0,0
2154,J,2154,46-33,94690,88760,0,0
2155,J,2155,46-34,97475,88760,0,0
2156,J,2156,46-35,100260,88760,0,0
2157,J,2157,47-30,103045,88760,0,0
2158,J,2158,47-31,105830,88760,0,0
2159,J,2159,47-32,108615,88760,0,0
2160,J,2160,47-33,111400,88760,0,0
2161,J,2161,47-34,114185,88760,0,0
2162,J,2162,47-35,116970,88760,0,0
2163,J,2163,48-30,119755,88760,0,0
2164,J,2164,48-31,122540,88760,0,0
2165,J,2165,48-32,125325,88760,0,0
2166,J,2166,48-33,128110,88760,0,0
2167,J,2167,48-34,130895,88760,0,0
2168,J,2168,48-24,130895,90345,0,0
2169,J,2169,48-23,128110,90345,0,0
2170,J,2170,48-22,125325,90345,0,0
2171,J,2171,48-21,122540,90345,0,0
2172,J,2172,48-20,119755,90345,0,0
2173,J,2173,47-25,116970,90345,0,0
2174,J,2174,47-24,114185,90345,0,0
2175,J,2175,47-23,111400,90345,0,0
2176,J,2176,47-22,108615,90345,0,0
2177,J,2177,47-21,105830,90345,0,0
2178,J,2178,47-20,103045,90345,0,0
2179,J,2179,46-25,100260,90345,0,0
2180,J,2180,46-24,97475,90345,0,0
2181,J,2181,46-23,94690,90345,0,0
2182,J,2182,46-22,91905,90345,0,0
2183,J,2183,46-21,89120,90345,0,0
2184,J,2184,46-20,86335,90345,0,0
2185,J,2185,45-25,83550,90345,0,0
2186,J,2186,45-24,80765,90345,0,0
2187,J,2187,45-23,77980,90345,0,0
2188,J,2188,45-22,75195,90345,0,0
2189,J,2189,45-21,72410,90345,0,0
2190,J,2190,45-20,69625,90345,0,0
2191,J,2191,44-25,66840,90345,0,0
2192,J,2192,44-24,64055,90345,0,0
2193,J,2193,44-23,61270,90345,0,0
2194,J,2194,44-22,58485,90345,0,0
2195,J,2195,44-21,55700,90345,0,0
2196,J,2196,44-20,52915,90345,0,0
2197,J,2197,43-25,50130,90345,0,0
2198,J,2198,43-24,47345,90345,0,0
2199,J,2199,43-23,44560,90345,0,0
2200,J,2200,43-22,41775,90345,0,0
2201,J,2201,43-21,38990,90345,0,0
2202,J,2202,43-20,36205,90345,0,0
2203,J,2203,42-25,33420,90345,0,0
2204,J,2204,42-24,30635,90345,0,0
2205,J,2205,42-23,27850,90345,0,0
2206,J,2206,42-22,25065,90345,0,0
2207,J,2207,42-21,22280,90345,0,0
2208,J,2208,42-20,19495,90345,0,0
2209,J,2209,41-25,16710,90345,0,0
2210,J,2210,41-24,13925,90345,0,0
2211,J,2211,41-23,11140,90345,0,0
2212,J,2212,41-22,8355,90345,0,0
2213,J,2213,41-21,5570,90345,0,0
2214,J,2214,41-12,8355,91930,0,0
2215,J,2215,41-13,11140,91930,0,0
2216,J,2216,41-14,13925,91930,0,0
2217,J,2217,41-15,16710,91930,0,0
2218,J,2218,42-10,19495,91930,0,0
2219,J,2219,42-11,22280,91930,0,0
2220,J,2220,42-12,25065,91930,0,0
2221,J,2221,42-13,27850,91930,0,0
2222,J,2222,42-14,30635,91930,0,0
2223,J,2223,42-15,33420,91930,0,0
2224,J,2224,43-10,36205,91930,0,0
2225,J,2225,43-11,38990,91930,0,0
2226,J,2226,43-12,41775,91930,0,0
2227,J,2227,43-13,44560,91930,0,0
2228,J,2228,43-14,47345,91930,0,0
2229,J,2229,43-15,50130,91930,0,0
2230,J,2230,44-10,52915,91930,0,0
2231,J,2231,44-11,55700,91930,0,0
2232,J,2232,44-12,58485,91930,0,0
2233,J,2233,44-13,61270,91930,0,0
2234,J,2234,44-14,64055,91930,0,0
2235,J,2235,44-15,66840,91930,0,0
2236,J,2236,45-10,69625,91930,0,0
2237,J,2237,45-11,72410,91930,0,0
2238,J,2238,45-12,75195,91930,0,0
2239,J,2239,45-13,77980,91930,0,0
2240,J,2240,45-14,80765,91930,0,0
2241,J,2241,45-15,83550,91930,0,0
2242,J,2242,46-10,86335,91930,0,0
2243,J,2243,46-11,89120,91930,0,0
2244,J,2244,46-12,91905,91930,0,0
2245,J,2245,46-13,94690,91930,0,0
2246,J,2246,46-14,97475,91930,0,0
2247,J,2247,46-15,100260,91930,0,0
2248,J,2248,47-10,103045,91930,0,0
2249,J,2249,47-11,105830,91930,0,0
2250,J,2250,47-12,108615,91930,0,0
2251,J,2251,47-13,111400,91930,0,0
2252,J,2252,47-14,114185,91930,0,0
2253,J,2253,47-15,116970,91930,0,0
2254,J,2254,48-10,119755,91930,0,0
2255,J,2255,48-11,122540,91930,0,0
2256,J,2256,48-12,125325,91930,0,0
2257,J,2257,48-13,128110,91930,0,0
2258,J,2258,48-03,128110,93515,0,0
2259,J,2259,48-02,125325,93515,0,0
2260,J,2260,48-01,122540,93515,0,0
2261,J,2261,48-00,119755,93515,0,0
2262,J,2262,47-05,116970,93515,0,0
2263,J,2263,47-04,114185,93515,0,0
2264,J,2264,47-03,111400,93515,0,0
2265,J,2265,47-02,108615,93515,0,0
2266,J,2266,47-01,105830,93515,0,0
2267,J,2267,47-00,103045,93515,0,0
2268,J,2268,46-05,100260,93515,0,0
2269,J,2269,46-04,97475,93515,0,0
2270,J,2270,46-03,94690,93515,0,0
2271,J,2271,46-02,91905,93515,0,0
2272,J,2272,46-01,89120,93515,0,0
2273,J,2273,46-00,86335,93515,0,0
2274,J,2274,45-05,83550,93515,0,0
2275,J,2275,45-04,80765,93515,0,0
2276,J,2276,45-03,77980,93515,0,0
2277,J,2277,45-02,75195,93515,0,0
2278,J,2278,45-01,72410,93515,0,0
2279,J,2279,45-00,69625,93515,0,0
2280,J,2280,44-05,66840,93515,0,0
2281,J,2281,44-04,64055,93515,0,0
2282,J,2282,44-03,61270,93515,0,0
2283,J,2283,44-02,58485,93515,0,0
2284,J,2284,44-01,55700,93515,0,0
2285,J,2285,44-00,52915,93515,0,0
2286,J,2286,43-05,50130,93515,0,0
2287,J,2287,43-04,47345,93515,0,0
2288,J,2288,43-03,44560,93515,0,0
2289,J,2289,43-02,41775,93515,0,0
2290,J,2290,43-01,38990,93515,0,0
2291,J,2291,43-00,36205,93515,0,0
2292,J,2292,42-05,33420,93515,0,0
2293,J,2293,42-04,30635,93515,0,0
2294,J,2294,42-03,27850,93515,0,0
2295,J,2295,42-02,25065,93515,0,0
2296,J,2296,42-01,22280,93515,0,0
2297,J,2297,42-00,19495,93515,0,0
2298,J,2298,41-05,16710,93515,0,0
2299,J,2299,41-04,13925,93515,0,0
2300,J,2300,41-03,11140,93515,0,0
2301,J,2301,41-02,8355,93515,0,0
2302,J,2302,31-72,8355,95100,0,0
2303,J,2303,31-73,11140,95100,0,0
2304,J,2304,31-74,13925,95100,0,0
2305,J,2305,31-75,16710,95100,0,0
2306,J,2306,32-70,19495,95100,0,0
2307,J,2307,32-71,22280,95100,0,0
2308,J,2308,32-72,25065,95100,0,0
2309,J,2309,32-73,27850,95100,0,0
2310,J,2310,32-74,30635,95100,0,0
2311,J,2311,32-75,33420,95100,0,0
2312,J,2312,33-70,36205,95100,0,0
2313,J,2313,33-71,38990,95100,0,0
2314,J,2314,33-72,41775,95100,0,0
2315,J,2315,33-73,44560,95100,0,0
2316,J,2316,33-74,47345,95100,0,0
2317,J,2317,33-75,50130,95100,0,0
2318,J,2318,34-70,52915,95100,0,0
2319,J,2319,34-71,55700,95100,0,0
2320,J,2320,34-72,58485,95100,0,0
2321,J,2321,34-73,61270,95100,0,0
2322,J,2322,34-74,64055,95100,0,0
2323,J,2323,34-75,66840,95100,0,0
2324,J,2324,35-70,69625,95100,0,0
2325,J,2325,35-71,72410,95100,0,0
2326,J,2326,35-72,75195,95100,0,0
2327,J,2327,35-73,77980,95100,0,0
2328,J,2328,35-74,80765,95100,0,0
2329,J,2329,35-75,83550,95100,0,0
2330,J,2330,36-70,86335,95100,0,0
2331,J,2331,36-71,89120,95100,0,0
2332,J,2332,36-72,91905,95100,0,0
2333,J,2333,36-73,94690,95100,0,0
2334,J,2334,36-74,97475,95100,0,0
2335,J,2335,36-75,100260,95100,0,0
2336,J,2336,37-70,103045,95100,0,0
2337,J,2337,37-71,105830,95100,0,0
2338,J,2338,37-72,108615,95100,0,0
2339,J,2339,37-73,111400,95100,0,0
2340,J,2340,37-74,114185,95100,0,0
2341,J,2341,37-75,116970,95100,0,0
2342,J,2342,38-70,119755,95100,0,0
2343,J,2343,38-71,122540,95100,0,0
2344,J,2344,38-72,125325,95100,0,0
2345,J,2345,38-73,128110,95100,0,0
2346,J,2346,38-63,128110,96685,0,0
2347,J,2347,38-62,125325,96685,0,0
2348,J,2348,38-61,122540,96685,0,0
2349,J,2349,38-60,119755,96685,0,0
2350,J,2350,37-65,116970,96685,0,0
2351,J,2351,37-64,114185,96685,0,0
2352,J,2352,37-63,111400,96685,0,0
2353,J,2353,37-62,108615,96685,0,0
2354,J,2354,37-61,105830,96685,0,0
2355,J,2355,37-60,103045,96685,0,0
2356,J,2356,36-65,100260,96685,0,0
2357,J,2357,36-64,97475,96685,0,0
2358,J,2358,36-63,94690,96685,0,0
2359,J,2359,36-62,91905,96685,0,0
2360,J,2360,36-61,89120,96685,0,0
2361,J,2361,36-60,86335,96685,0,0
2362,J,2362,35-65,83550,96685,0,0
2363,J,2363,35-64,80765,96685,0,0
2364,J,2364,35-63,77980,96685,0,0
2365,J,2365,35-62,75195,96685,0,0
2366,J,2366,35-61,72410,96685,0,0
2367,J,2367,35-60,69625,96685,0,0
2368,J,2368,34-65,66840,96685,0,0
2369,J,2369,34-64,64055,96685,0,0
2370,J,2370,34-63,61270,96685,0,0
2371,J,2371,34-62,58485,96685,0,0
2372,J,2372,34-61,55700,96685,0,0
2373,J,2373,34-60,52915,96685,0,0
2374,J,2374,33-65,50130,96685,0,0
2375,J,2375,33-64,47345,96685,0,0
2376,J,2376,33-63,44560,96685,0,0
2377,J,2377,33-62,41775,96685,0,0
2378,J,2378,33-61,38990,96685,0,0
2379,J,2379,33-60,36205,96685,0,0
2380,J,2380,32-65,33420,96685,0,0
2381,J,2381,32-64,30635,96685,0,0
2382,J,2382,32-63,27850,96685,0,0
2383,J,2383,32-62,25065,96685,0,0
2384,J,2384,32-61,22280,96685,0,0
2385,J,2385,32-60,19495,96685,0,0
2386,J,2386,31-65,16710,96685,0,0
2387,J,2387,31-64,13925,96685,0,0
2388,J,2388,31-63,11140,96685,0,0
2389,J,2389,31-62,8355,96685,0,0
2390,J,2390,31-53,11140,98270,0,0
2391,J,2391,31-54,13925,98270,0,0
2392,J,2392,31-55,16710,98270,0,0
2393,J,2393,32-50,19495,98270,0,0
2394,J,2394,32-51,22280,98270,0,0
2395,J,2395,32-52,25065,98270,0,0
2396,J,2396,32-53,27850,98270,0,0
2397,J,2397,32-54,30635,98270,0,0
2398,J,2398,32-55,33420,98270,0,0
2399,J,2399,33-50,36205,98270,0,0
2400,J,2400,33-51,38990,98270,0,0
2401,J,2401,33-52,41775,98270,0,0
2402,J,2402,33-53,44560,98270,0,0
2403,J,2403,33-54,47345,98270,0,0
2404,J,2404,33-55,50130,98270,0,0
2405,J,2405,34-50,52915,98270,0,0
2406,J,2406,34-51,55700,98270,0,0
2407,J,2407,34-52,58485,98270,0,0
2408,J,2408,34-53,61270,98270,0,0
2409,J,2409,34-54,64055,98270,0,0
2410,J,2410,34-55,66840,98270,0,0
2411,J,2411,35-50,69625,98270,0,0
2412,J,2412,35-51,72410,98270,0,0
2413,J,2413,35-52,75195,98270,0,0
2414,J,2414,35-53,77980,98270,0,0
2415,J,2415,35-54,80765,98270,0,0
2416,J,2416,35-55,83550,98270,0,0
2417,J,2417,36-50,86335,98270,0,0
2418,J,2418,36-51,89120,98270,0,0
2419,J,2419,36-52,91905,98270,0,0
2420,J,2420,36-53,94690,98270,0,0
2421,J,2421,36-54,97475,98270,0,0
2422,J,2422,36-55,100260,98270,0,0
2423,J,2423,37-50,103045,98270,0,0
2424,J,2424,37-51,105830,98270,0,0
2425,J,2425,37-52,108615,98270,0,0
2426,J,2426,37-53,111400,98270,0,0
2427,J,2427,37-54,114185,98270,0,0
2428,J,2428,37-55,116970,98270,0,0
2429,J,2429,38-50,119755,98270,0,0
2430,J,2430,38-51,122540,98270,0,0
2431,J,2431,38-52,125325,98270,0,0
2432,J,2432,38-42,125325,99855,0,0
2433,J,2433,38-41,122540,99855,0,0
2434,J,2434,38-40,119755,99855,0,0
2435,J,2435,37-45,116970,99855,0,0
2436,J,2436,37-44,114185,99855,0,0
2437,J,2437,37-43,111400,99855,0,0
2438,J,2438,37-42,108615,99855,0,0
2439,J,2439,37-41,105830,99855,0,0
2440,J,2440,37-40,103045,99855,0,0
2441,J,2441,36-45,100260,99855,0,0
2442,J,2442,36-44,97475,99855,0,0
2443,J,2443,36-43,94690,99855,0,0
2444,J,2444,36-42,91905,99855,0,0
2445,J,2445,36-41,89120,99855,0,0
2446,J,2446,36-40,86335,99855,0,0
2447,J,2447,35-45,83550,99855,0,0
2448,J,2448,35-44,80765,99855,0,0
2449,J,2449,35-43,77980,99855,0,0
2450,J,2450,35-42,75195,99855,0,0
2451,J,2451,35-41,72410,99855,0,0
2452,J,2452,35-40,69625,99855,0,0
2453,J,2453,34-45,66840,99855,0,0
2454,J,2454,34-44,64055,99855,0,0
2455,J,2455,34-43,61270,99855,0,0
2456,J,2456,34-42,58485,99855,0,0
2457,J,2457,34-41,55700,99855,0,0
2458,J,2458,34-40,52915,99855,0,0
2459,J,2459,33-45,50130,99855,0,0
2460,J,2460,33-44,47345,99855,0,0
2461,J,2461,33-43,44560,99855,0,0
2462,J,2462,33-42,41775,99855,0,0
2463,J,2463,33-41,38990,99855,0,0
2464,J,2464,33-40,36205,99855,0,0
2465,J,2465,32-45,33420,99855,0,0
2466,J,2466,32-44,30635,99855,0,0
2467,J,2467,32-43,27850,99855,0,0
2468,J,2468,32-42,25065,99855,0,0
2469,J,2469,32-41,22280,99855,0,0
2470,J,2470,32-40,19495,99855,0,0
2471,J,2471,31-45,16710,99855,0,0
2472,J,2472,31-44,13925,99855,0,0
2473,J,2473,31-43,11140,99855,0,0
2474,J,2474,31-33,11140,101440,0,0
2475,J,2475,31-34,13925,101440,0,0
2476,J,2476,31-35,16710,101440,0,0
2477,J,2477,32-30,19495,101440,0,0
2478,J,2478,32-31,22280,101440,0,0
2479,J,2479,32-32,25065,101440,0,0
2480,J,2480,32-33,27850,101440,0,0
2481,J,2481,32-34,30635,101440,0,0
2482,J,2482,32-35,33420,101440,0,0
2483,J,2483,33-30,36205,101440,0,0
2484,J,2484,33-31,38990,101440,0,0
2485,J,2485,33-32,41775,101440,0,0
2486,J,2486,33-33,44560,101440,0,0
2487,J,2487,33-34,47345,101440,0,0
2488,J,2488,33-35,50130,101440,0,0
2489,J,2489,34-30,52915,101440,0,0
2490,J,2490,34-31,55700,101440,0,0
2491,J,2491,34-32,58485,101440,0,0
2492,J,2492,34-33,61270,101440,0,0
2493,J,2493,34-34,64055,101440,0,0
2494,J,2494,34-35,66840,101440,0,0
2495,J,2495,35-30,69625,101440,0,0
2496,J,2496,35-31,72410,101440,0,0
2497,J,2497,35-32,75195,101440,0,0
2498,J,2498,35-33,77980,101440,0,0
2499,J,2499,35-34,80765,101440,0,0
2500,J,2500,35-35,83550,101440,0,0
2501,J,2501,36-30,86335,101440,0,0
2502,J,2502,36-31,89120,101440,0,0
2503,J,2503,36-32,91905,101440,0,0
2504,J,2504,36-33,94690,101440,0,0
2505,J,2505,36-34,97475,101440,0,0
2506,J,2506,36-35,100260,101440,0,0
2507,J,2507,37-30,103045,101440,0,0
2508,J,2508,37-31,105830,101440,0,0
2509,J,2509,37-32,108615,101440,0,0
2510,J,2510,37-33,111400,101440,0,0
2511,J,2511,37-34,114185,101440,0,0
2512,J,2512,37-35,116970,101440,0,0
2513,J,2513,38-30,119755,101440,0,0
2514,J,2514,38-31,122540,101440,0,0
2515,J,2515,38-32,125325,101440,0,0
2516,J,2516,38-22,125325,103025,0,0
2517,J,2517,38-21,122540,103025,0,0
2518,J,2518,38-20,119755,103025,0,0
2519,J,2519,37-25,116970,103025,0,0
2520,J,2520,37-24,114185,103025,0,0
2521,J,2521,37-23,111400,103025,0,0
2522,J,2522,37-22,108615,103025,0,0
2523,J,2523,37-21,105830,103025,0,0
2524,J,2524,37-20,103045,103025,0,0
2525,J,2525,36-25,100260,103025,0,0
2526,J,2526,36-24,97475,103025,0,0
2527,J,2527,36-23,94690,103025,0,0
2528,J,2528,36-22,91905,103025,0,0
2529,J,2529,36-21,89120,103025,0,0
2530,J,2530,36-20,86335,103025,0,0
2531,J,2531,35-25,83550,103025,0,0
2532,J,2532,35-24,80765,103025,0,0
2533,J,2533,35-23,77980,103025,0,0
2534,J,2534,35-22,75195,103025,0,0
2535,J,2535,35-21,72410,103025,0,0
2536,J,2536,35-20,69625,103025,0,0
2537,J,2537,34-25,66840,103025,0,0
2538,J,2538,34-24,64055,103025,0,0
2539,J,2539,34-23,61270,103025,0,0
2540,J,2540,34-22,58485,103025,0,0
2541,J,2541,34-21,55700,103025,0,0
2542,J,2542,34-20,52915,103025,0,0
2543,J,2543,33-25,50130,103025,0,0
2544,J,2544,33-24,47345,103025,0,0
2545,J,2545,33-23,44560,103025,0,0
2546,J,2546,33-22,41775,103025,0,0
2547,J,2547,33-21,38990,103025,0,0
2548,J,2548,33-20,36205,103025,0,0
2549,J,2549,32-25,33420,103025,0,0
2550,J,2550,32-24,30635,103025,0,0
2551,J,2551,32-23,27850,103025,0,0
2552,J,2552,32-22,25065,103025,0,0
2553,J,2553,32-21,22280,103025,0,0
2554,J,2554,32-20,19495,103025,0,0
2555,J,2555,31-25,16710,103025,0,0
2556,J,2556,31-24,13925,103025,0,0
2557,J,2557,31-23,11140,103025,0,0
2558,J,2558,31-14,13925,104610,0,0
2559,J,2559,31-15,16710,104610,0,0
2560,J,2560,32-10,19495,104610,0,0
2561,J,2561,32-11,22280,104610,0,0
2562,J,2562,32-12,25065,104610,0,0
2563,J,2563,32-13,27850,104610,0,0
2564,J,2564,32-14,30635,104610,0,0
2565,J,2565,32-15,33420,104610,0,0
2566,J,2566,33-10,36205,104610,0,0
2567,J,2567,33-11,38990,104610,0,0
2568,J,2568,33-12,41775,104610,0,0
2569,J,2569,33-13,44560,104610,0,0
2570,J,2570,33-14,47345,104610,0,0
2571,J,2571,33-15,50130,104610,0,0
2572,J,2572,34-10,52915,104610,0,0
2573,J,2573,34-11,55700,104610,0,0
2574,J,2574,34-12,58485,104610,0,0
2575,J,2575,34-13,61270,104610,0,0
2576,J,2576,34-14,64055,104610,0,0
2577,J,2577,34-15,66840,104610,0,0
2578,J,2578,35-10,69625,104610,0,0
2579,J,2579,35-11,72410,104610,0,0
2580,J,2580,35-12,75195,104610,0,0
2581,J,2581,35-13,77980,104610,0,0
2582,J,2582,35-14,80765,104610,0,0
2583,J,2583,35-15,83550,104610,0,0
2584,J,2584,36-10,86335,104610,0,0
2585,J,2585,36-11,89120,104610,0,0
2586,J,2586,36-12,91905,104610,0,0
2587,J,2587,36-13,94690,104610,0,0
2588,J,2588,36-14,97475,104610,0,0
2589,J,2589,36-15,100260,104610,0,0
2590,J,2590,37-10,103045,104610,0,0
2591,J,2591,37-11,105830,104610,0,0
2592,J,2592,37-12,108615,104610,0,0
2593,J,2593,37-13,111400,104610,0,0
2594,J,2594,37-14,114185,104610,0,0
2595,J,2595,37-15,116970,104610,0,0
2596,J,2596,38-10,119755,104610,0,0
2597,J,2597,38-11,122540,104610,0,0
2598,J,2598,38-01,122540,106195,0,0
2599,J,2599,38-00,119755,106195,0,0
2600,J,2600,37-05,116970,106195,0,0
2601,J,2601,37-04,114185,106195,0,0
2602,J,2602,37-03,111400,106195,0,0
2603,J,2603,37-01,105830,106195,0,0
2604,J,2604,37-00,103045,106195,0,0
2605,J,2605,36-05,100260,106195,0,0
2606,J,2606,36-04,97475,106195,0,0
2607,J,2607,36-03,94690,106195,0,0
2608,J,2608,36-02,91905,106195,0,0
2609,J,2609,36-01,89120,106195,0,0
